firm_name,vertical,location,postcode,phone,email,website,review_count,avg_rating,review_target_score,opportunity_score,flags,company_number,director_name,years_trading,tps_checked,is_chain,chain_reason
W4 Electrical Services,electricians,South London,,07366 219786,,,,,10,15,weak_gbp;no_booking;no_chat;phone_dependent;no_website;established,13260951,"HAYLES, James",5,false,false,
Ace Electrical Services,electricians,South London,,07455 737612,,,,,10,15,weak_gbp;no_booking;no_chat;phone_dependent;no_website;established,11697588,"CURRIER, Amy Louise",7,false,false,
RMC Electrical Ltd,electricians,South London,SW18 1JY,07305 539242,rhys@rmcelectricalltd.co.uk,http://rmcelectricalltd.co.uk/,80,5.0,10,10,no_booking;no_chat;established,14119880,"CURRAN, Rhys Michael",4,false,false,
P J Electrics London LTD,electricians,South London,SW12 0PS,020 8678 1954,info@pjelectrics.co.uk,http://www.pjelectrics.co.uk/,75,4.9,10,10,no_booking;no_chat;established,14720860,"ALLEN, Sean",3,false,false,
Buildspark Electrician,electricians,South London,SW17 9BF,020 3488 7378,info@buildspark.co.uk,https://buildspark.co.uk/,65,5.0,10,10,no_booking;no_chat,16970190,"NDRECA, Arben",0,false,false,
South London Electricians: Get Professional Electrical Services,electricians,South London,,07910 777 737,enquiry@south-london-electricians.co.uk,https://south-london-electricians.co.uk/,,,10,10,weak_gbp;no_booking;no_chat;established,11992956,"JOHNSTON, Ben Paul",7,false,false,
Electrician in London: Electrical services & Free Quote,electricians,South London,,020 3151 6771,,https://swelectricians.com/,,,10,10,weak_gbp;no_booking;no_chat,,,,false,false,
Worthy Electrical Services: Electricians,electricians,South London,,020 8674 2098,,https://www.wes-electricalservices.co.uk/,,,10,10,weak_gbp;no_booking;no_chat,16012233,"CLATWORTHY, Robert George",1,false,false,
SA Electrical Contractors,electricians,South London,,07796 893 239,sales@saelectrical.uk,https://saelectrical.uk/,,,10,10,weak_gbp;no_booking;no_chat;established,07606236,"COFFEN, Steven Andrew",15,false,false,
London Electrical Solutions: London Electricians,electricians,South London,,,,https://www.londonelectricalsolutions.com/,,,10,10,weak_gbp;no_booking;no_chat,,,,false,false,
Ze-Electrics Service Ltd,electricians,South London,SW2 4UT,07427 420737,,http://www.ze-electrics.co.uk/,72,5.0,10,5,no_chat;established,10145161,"OSUMANU, Ishawu",10,false,false,
Ripple Electrics Ltd,electricians,South London,SE23 3BQ,07405 026640,rippleelectrics@gmail.com,http://rippleelectrics.com/,53,4.9,10,5,no_chat;established,09478211,"COLLINS, Peter",11,false,false,
Expert electricians in South West London,electricians,South London,,,info@maintracts.co.uk,https://www.maintracts.co.uk/electrical/electricians-south-west-london,,,10,5,weak_gbp;no_chat;established,07953704,"ELGHAILANI, Nabile",14,false,false,
KADRIEN ELECTRICAL LTD,electricians,South London,SE15 3HN,07984 143933,keladrien@hotmail.com,https://www.kadrienelectrical.co.uk/,119,5.0,0,15,no_booking;no_chat;phone_dependent,16078727,"ADRIEN, Kelvin",1,false,false,
RNH Electrical,electricians,South London,BR1 5DR,020 8226 0408,,http://www.rnhelectrical.com/,160,5.0,0,15,no_booking;no_chat;phone_dependent;established,11595061,"GRANDANS, Arturs",7,false,false,
Cole Electric Ltd,electricians,South London,SE11 5AD,07723 388907,colin@coleelectric.co.uk,http://www.coleelectric.co.uk/,139,4.9,0,15,no_booking;no_chat;phone_dependent;established,10932123,"COLE, Colin",8,false,false,
SES Electrical Contractors (UK) Ltd,electricians,South London,W3 8DJ,020 7523 5373,,https://seselectricalcontractors.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp,444,4.9,0,15,no_booking;no_chat;phone_dependent;established,07282842,"SANDERS, Byron",16,false,false,
Contact Electrician,electricians,South London,SE25 4UF,07517 943515,info@contactelectrician.co.uk,https://www.contactelectrician.co.uk/,242,5.0,0,10,no_booking;no_chat;established,12637996,"LICAJ, Klisman",6,false,false,
NK Electrical Engineering,electricians,South London,SW16 2EJ,07745 146001,,https://www.checkatrade.com/trades/nkelectricalengineering,125,5.0,0,10,no_booking;no_chat,15523452,"KAMAL, Noah Salah",2,false,false,
TNS Electrical Solutions,electricians,South London,SW6 3BX,020 3715 2919,,https://www.tnssolutions.co.uk/,431,4.9,0,10,no_booking;no_chat;established,11070036,"SALAM, Taha Seef",8,false,false,
MK Electrical London Ltd,electricians,South London,SW6 2SZ,020 7385 5016,mkelectricallondon@gmail.com,http://www.mkelectricallondon.co.uk/,122,5.0,0,10,no_chat;phone_dependent,,,,false,false,
Jah Electrical,electricians,South London,SE5 7HN,020 3916 5419,,http://jahelectricals.co.uk/,123,4.9,0,10,no_booking;no_chat;established,14640575,"JAH, Algassimu",3,false,false,
P S C Electrical London Ltd,electricians,South London,CR0 3BR,020 3857 4796,,https://pscelectrical.com/,135,4.7,0,10,no_booking;no_chat;established,10081616,"CHINN, Philip Sean",10,false,false,
